Date,Open,High,Low,Close,Volume
2021 Mar 23 11:15 Tue,367.636240413,367.636240413,367.129950125,367.129950125,20530
2021 Mar 23 11:20 Tue,367.298713554,367.616385892,367.22922273,367.363240748,16692
2021 Mar 23 11:25 Tue,367.288786294,367.288786294,366.87184135,366.87184135,12296
2021 Mar 23 11:30 Tue,366.990968477,367.666022195,366.981041216,367.591567741,22140
2021 Mar 23 11:35 Tue,367.591567741,367.685777444,367.298713554,367.546795796,16736
2021 Mar 23 11:40 Tue,367.388058899,367.546895068,366.713005181,366.87184135,19737
2021 Mar 23 11:45 Tue,366.961186695,367.060459301,366.713005181,366.981736125,15612
2021 Mar 23 11:50 Tue,366.981041216,367.40791342,366.901623132,367.199440949,19791
2021 Mar 23 11:55 Tue,367.199440949,367.378131639,366.742786963,367.100168343,24935
2021 Mar 23 12:00 Tue,367.000895737,367.40791342,366.742786963,367.259004512,23817
2021 Mar 23 12:05 Tue,367.259004512,367.457549723,366.921477653,367.259004512,21756
2021 Mar 23 12:10 Tue,367.298713554,367.447622463,366.87184135,367.447622463,27657
2021 Mar 23 12:15 Tue,367.467476984,367.611422262,367.000895737,367.457549723,28421
2021 Mar 23 12:20 Tue,367.447622463,367.507186026,366.941332174,366.951259435,27189
2021 Mar 23 12:25 Tue,367.010822998,367.358277118,367.010822998,367.278859033,17426
2021 Mar 23 12:30 Tue,367.308640815,367.328495336,367.000895737,367.154768276,22916
2021 Mar 23 12:35 Tue,367.199440949,367.204404579,366.777532375,366.961186695,17760
2021 Mar 23 12:40 Tue,366.926441283,367.199440949,366.86191409,367.174622797,20444
2021 Mar 23 12:45 Tue,367.100168343,367.159731906,366.822205047,366.981041216,18654
2021 Mar 23 12:50 Tue,366.931404913,366.981041216,366.583950794,366.831139582,39010
2021 Mar 23 12:55 Tue,366.856950459,366.981041216,366.732859702,366.814263239,33660
2021 Mar 23 13:00 Tue,366.842059568,367.259004512,366.802350526,367.100168343,34723
2021 Mar 23 13:05 Tue,367.100168343,367.92413097,367.04060478,367.92413097,23497
2021 Mar 23 13:10 Tue,367.854640146,368.748093596,367.854640146,368.301366871,32021
2021 Mar 23 13:15 Tue,368.410566737,368.549548385,368.162385223,368.499912082,14235
2021 Mar 23 13:20 Tue,368.499912082,368.507754618,367.854640146,368.207057896,21509
2021 Mar 23 13:25 Tue,368.132603442,368.489984822,367.983694533,368.430421258,18877
2021 Mar 23 13:30 Tue,368.400639477,368.584293797,368.231876047,368.549548385,33638
2021 Mar 23 13:35 Tue,368.46020304,368.485021192,367.983694533,368.28151235,19017
2021 Mar 23 13:40 Tue,368.202094265,368.28151235,367.983694533,368.10282166,31798
2021 Mar 23 13:45 Tue,368.10778529,368.10778529,367.677835635,367.677835635,24124
2021 Mar 23 13:50 Tue,367.854640146,368.152457963,367.636339686,368.152457963,32127
2021 Mar 23 13:55 Tue,368.10282166,368.331148653,368.048221727,368.132603442,15979
2021 Mar 23 14:00 Tue,368.055369354,368.132603442,367.477404244,367.725585758,27225
2021 Mar 23 14:05 Tue,367.725585758,367.956692384,367.257515423,367.556822329,29005
2021 Mar 23 14:10 Tue,367.675949456,368.003549054,367.586604111,367.894349188,25153
2021 Mar 23 14:15 Tue,367.894349188,368.494948452,367.805003843,368.440348519,31328
2021 Mar 23 14:20 Tue,368.425457628,368.837438941,368.202094265,368.321221392,23104
