Date,Open,High,Low,Close,Volume
2019 Oct 07 10:25 Mon,117.526409288,117.559433552,117.478823893,117.50737513,51910
2019 Oct 07 10:30 Mon,117.516892209,117.688199632,117.516892209,117.621580079,35455
2019 Oct 07 10:35 Mon,117.631097158,117.683441092,117.564477604,117.678682553,43074
2019 Oct 07 10:40 Mon,117.678682553,117.683441092,117.478823893,117.488340972,39250
2019 Oct 07 10:45 Mon,117.507184788,117.593028841,117.497858051,117.554960525,59835
2019 Oct 07 10:50 Mon,117.554960525,117.583511762,117.478823893,117.516892209,42805
2019 Oct 07 10:55 Mon,117.528217533,117.60254592,117.50737513,117.535926367,50190
2019 Oct 07 11:00 Mon,117.564477604,117.650131316,117.550201986,117.640614237,35089
2019 Oct 07 11:05 Mon,117.645372776,117.669165474,117.535926367,117.535926367,36718
2019 Oct 07 11:10 Mon,117.545443446,117.545443446,117.383653102,117.393170181,66490
2019 Oct 07 11:15 Mon,117.40268726,117.459789735,117.355101865,117.440755576,58453
2019 Oct 07 11:20 Mon,117.431238497,117.516892209,117.418675953,117.497858051,24660
2019 Oct 07 11:25 Mon,117.50737513,117.52060387,117.374136023,117.440755576,30962
2019 Oct 07 11:30 Mon,117.450272656,117.535926367,117.445514116,117.478823893,65506
2019 Oct 07 11:35 Mon,117.478823893,117.631097158,117.431238497,117.569236144,109187
2019 Oct 07 11:40 Mon,117.573994683,117.640614237,117.553723305,117.554960525,24901
2019 Oct 07 11:45 Mon,117.545443446,117.726267948,117.526409288,117.678682553,20996
2019 Oct 07 11:50 Mon,117.688199632,117.726267948,117.659648395,117.697716711,17770
2019 Oct 07 11:55 Mon,117.699049102,117.859507055,117.697716711,117.840472897,31909
2019 Oct 07 12:00 Mon,117.830955818,117.888058292,117.773853343,117.859507055,38304
2019 Oct 07 12:05 Mon,117.869024134,117.869024134,117.745302106,117.745302106,27295
2019 Oct 07 12:10 Mon,117.745302106,117.80716312,117.745302106,117.792887502,25123
2019 Oct 07 12:15 Mon,117.802404581,117.849989976,117.766049339,117.792887502,16759
2019 Oct 07 12:20 Mon,117.764336264,117.773853343,117.526409288,117.554960525,45275
2019 Oct 07 12:25 Mon,117.554960525,117.631097158,117.526409288,117.545443446,18492
2019 Oct 07 12:30 Mon,117.540684907,117.540684907,117.421721418,117.440755576,35068
2019 Oct 07 12:35 Mon,117.440755576,117.459789735,117.412204339,117.435235671,37930
2019 Oct 07 12:40 Mon,117.435997037,117.488340972,117.419056636,117.440755576,18368
2019 Oct 07 12:45 Mon,117.450272656,117.516892209,117.440755576,117.478823893,15955
2019 Oct 07 12:50 Mon,117.478823893,117.50261659,117.431238497,117.488340972,23554
2019 Oct 07 12:55 Mon,117.497858051,117.526409288,117.450272656,117.478823893,26296
2019 Oct 07 13:00 Mon,117.488340972,117.488340972,117.421721418,117.470448863,18308
2019 Oct 07 13:05 Mon,117.469306814,117.583511762,117.440755576,117.535926367,20779
2019 Oct 07 13:10 Mon,117.540780077,117.569236144,117.340826246,117.345584786,22093
2019 Oct 07 13:15 Mon,117.345584786,117.431238497,117.340826246,117.393170181,22434
2019 Oct 07 13:20 Mon,117.40268726,117.450272656,117.336067707,117.440755576,24512
2019 Oct 07 13:25 Mon,117.450272656,117.488340972,117.440755576,117.488340972,18685
2019 Oct 07 13:30 Mon,117.474065353,117.488340972,117.412204339,117.412204339,13429
2019 Oct 07 13:35 Mon,117.421721418,117.764336264,117.412204339,117.631097158,96843
2019 Oct 07 13:40 Mon,117.631097158,117.650131316,117.50737513,117.545443446,51936
2019 Oct 07 13:45 Mon,117.554960525,117.640614237,117.554960525,117.612063,26265
2019 Oct 07 13:50 Mon,117.584939324,117.669165474,117.545443446,117.659648395,29760
2019 Oct 07 13:55 Mon,117.669165474,117.678682553,117.593028841,117.612063,23009
2019 Oct 07 14:00 Mon,117.593028841,117.612063,117.545443446,117.569236144,17824
2019 Oct 07 14:05 Mon,117.573994683,117.573994683,117.459789735,117.469306814,39565
2019 Oct 07 14:10 Mon,117.488340972,117.497858051,117.378894563,117.431238497,44995
2019 Oct 07 14:15 Mon,117.421721418,117.435997037,117.236138377,117.236138377,48256
2019 Oct 07 14:20 Mon,117.236138377,117.240896916,117.09814073,117.126691968,36193
2019 Oct 07 14:25 Mon,117.107657809,117.126596797,117.012487019,117.041038256,40804
2019 Oct 07 14:30 Mon,117.042465818,117.088623651,117.031521177,117.060072414,34036
2019 Oct 07 14:35 Mon,117.060072414,117.06559232,116.860213754,116.926833307,55339
2019 Oct 07 14:40 Mon,116.926833307,116.955384544,116.793594201,116.888764991,50081
2019 Oct 07 14:45 Mon,116.888764991,116.96804226,116.812628359,116.964901624,40234
2019 Oct 07 14:50 Mon,116.955384544,117.017245558,116.89828207,117.00296994,37881
2019 Oct 07 14:55 Mon,116.993452861,117.00296994,116.831662517,116.907799149,51999
