user_names,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,retweetedTweet,inReplyToTweetId,results,result_count,result_counts,final_score,user_names
DavidZim420,1.3722308526257684e+18,0.0,0.0,0.0,0.0,1.3722308526257684e+18,0.0,0.0,0.0,1,1,0.0,DavidZim420
David_Linkmann,1.3620815655604306e+18,0.0,1.0,1.0,1.0,1.3620815655604306e+18,0.0,0.0,0.0,1,1,0.0,David_Linkmann
Davidcantu1460,1.4134834764693012e+18,0.0,0.0,0.0,0.0,1.4134834764693012e+18,0.0,0.0,0.0,1,1,0.0,Davidcantu1460
Davix_investor,5.443314271345381e+18,0.0,0.0,3.0,0.0,5.441798882543268e+18,0.0,2.718345411624313e+18,0.0,4,4,0.0,Davix_investor
DayByDayLive,1.387292999542059e+18,0.0,3.0,6.0,0.0,1.387292999542059e+18,0.0,0.0,0.0,1,1,0.0,DayByDayLive
DayonAllDay,1.3914543473436303e+18,0.0,0.0,1.0,0.0,1.3914543473436303e+18,0.0,0.0,0.0,1,1,0.0,DayonAllDay
DaytradingTrend,1.3606045982397112e+18,0.0,1.0,4.0,0.0,1.3606045982397112e+18,0.0,0.0,0.0,1,1,0.0,DaytradingTrend
Dc65619599,1.4046314403573105e+18,0.0,0.0,0.0,0.0,1.4046314403573105e+18,0.0,0.0,0.0,1,1,0.0,Dc65619599
DeItaHedge,2.777303878883705e+18,0.0,0.0,0.0,0.0,2.777303878883705e+18,0.0,0.0,0.0,2,2,0.0,DeItaHedge
DeathRunna,2.8408338453028086e+18,2.0,1.0,3.0,0.0,2.8408271832547615e+18,0.0,1.420493680092205e+18,0.0,2,2,0.0,DeathRunna
DebraVarden,1.3846446362877174e+18,0.0,0.0,0.0,0.0,1.3845984968089477e+18,0.0,1.3845984968089477e+18,0.0,1,1,0.0,DebraVarden
Decentraleyezd,4.182945164102496e+18,0.0,0.0,2.0,0.0,4.182921377244078e+18,0.0,1.3569658294856827e+18,0.0,3,3,0.0,Decentraleyezd
DeeAnthony__,1.3592930728073175e+18,0.0,0.0,1.0,0.0,1.3592930728073175e+18,0.0,0.0,0.0,1,1,0.0,DeeAnthony__
DeepFuckingVlu,3.257144618975589e+19,2.0,3.0,22.0,0.0,3.2570402667170664e+19,0.0,2.035793990052947e+19,2.0,24,24,8.333333333333332,DeepFuckingVlu
DefiDefying,1.4283363784760648e+18,0.0,2.0,4.0,0.0,1.4282550475704115e+18,0.0,1.4282550475704115e+18,0.0,1,1,0.0,DefiDefying
DefiTrades,1.4326911621340242e+18,0.0,0.0,1.0,0.0,1.4326911621340242e+18,0.0,0.0,0.0,1,1,0.0,DefiTrades
DeltaTrading5,2.869004459481596e+18,0.0,1.0,5.0,1.0,2.869004459481596e+18,0.0,0.0,0.0,2,2,0.0,DeltaTrading5
DeneroIzzy,2.7264277433167094e+18,0.0,0.0,0.0,0.0,2.7264277433167094e+18,0.0,0.0,0.0,2,2,0.0,DeneroIzzy
Denisovdenn,1.437312660660527e+18,0.0,0.0,0.0,0.0,1.437312660660527e+18,0.0,0.0,0.0,1,1,0.0,Denisovdenn
DerekBarrera_AI,1.371306984360833e+18,0.0,0.0,0.0,0.0,1.371306984360833e+18,0.0,0.0,0.0,1,1,0.0,DerekBarrera_AI
Derivdotcom,4.1766415452751995e+18,1.0,3.0,22.0,0.0,4.1766415452751995e+18,0.0,0.0,0.0,3,3,0.0,Derivdotcom
DerrickB_92,1.4331468343614013e+18,0.0,0.0,0.0,0.0,1.4331468343614013e+18,0.0,0.0,0.0,1,1,0.0,DerrickB_92
DesireYavro,1.405414608769278e+18,0.0,0.0,0.0,0.0,1.4054135447833846e+18,0.0,1.4054135447833846e+18,0.0,1,1,0.0,DesireYavro
Desygn4D,1.4150296935024353e+18,0.0,0.0,1.0,0.0,1.413226962273833e+18,0.0,1.4150283740415058e+18,0.0,1,1,0.0,Desygn4D
DetroitJasonLee,1.387468419621077e+18,0.0,0.0,0.0,0.0,1.387468419621077e+18,0.0,0.0,0.0,1,1,0.0,DetroitJasonLee
DewloUKnow,1.401812605686018e+18,0.0,0.0,0.0,1.0,1.401812605686018e+18,0.0,0.0,0.0,1,1,0.0,DewloUKnow
DhakalKhum,1.4044634015696036e+18,0.0,0.0,0.0,0.0,1.4044634015696036e+18,0.0,0.0,0.0,1,1,0.0,DhakalKhum
DhakedKelash,1.41163182088661e+18,0.0,0.0,1.0,0.0,1.41163182088661e+18,0.0,0.0,0.0,1,1,0.0,DhakedKelash
Dhwani1105,1.3794342005043036e+18,0.0,0.0,2.0,0.0,1.3794342005043036e+18,0.0,0.0,0.0,1,1,0.0,Dhwani1105
DiamondLouX,1.4352751471250022e+18,0.0,0.0,1.0,0.0,1.4352751471250022e+18,0.0,0.0,0.0,1,1,0.0,DiamondLouX
DiaryOfBSStocks,1.363406425423184e+18,0.0,0.0,0.0,0.0,1.363406425423184e+18,0.0,0.0,0.0,1,1,0.0,DiaryOfBSStocks
DigiRead,1.3928400436608123e+18,0.0,2.0,11.0,1.0,1.3928400436608123e+18,0.0,0.0,0.0,1,1,0.0,DigiRead
Digosenian1,1.3600893302119834e+18,0.0,0.0,0.0,0.0,1.3600893302119834e+18,0.0,0.0,0.0,1,1,0.0,Digosenian1
DinaDianaRN,1.3917685823637955e+18,1.0,0.0,0.0,0.0,1.3917685823637955e+18,0.0,0.0,0.0,1,1,0.0,DinaDianaRN
DinoTheGrif_,2.798421543270322e+18,0.0,0.0,0.0,0.0,2.798421543270322e+18,0.0,0.0,0.0,2,2,0.0,DinoTheGrif_
DiogenesLamp_,1.2872066578443751e+19,5.0,1.0,17.0,0.0,1.2871609435286446e+19,0.0,2.862216958897373e+18,1.0,9,9,11.11111111111111,DiogenesLamp_
DipsFor,1.3853490064112394e+18,1.0,0.0,0.0,0.0,1.3853490064112394e+18,0.0,0.0,0.0,1,1,0.0,DipsFor
DisliasIoannis,2.837997220977488e+18,1.0,0.0,0.0,0.0,2.837997220977488e+18,0.0,0.0,0.0,2,2,0.0,DisliasIoannis
Disneybeachlv,1.4076960782966047e+18,0.0,0.0,1.0,0.0,1.4076960782966047e+18,0.0,0.0,0.0,1,1,0.0,Disneybeachlv
DividendInvestz,1.3743943957477786e+18,0.0,0.0,1.0,0.0,1.3743943957477786e+18,0.0,0.0,0.0,1,1,0.0,DividendInvestz
DividendUsa,1.7092362251547988e+19,0.0,0.0,0.0,1.0,1.7092362251547988e+19,0.0,0.0,2.0,12,12,16.666666666666664,DividendUsa
DividendWar,1.391783355050496e+18,0.0,0.0,0.0,0.0,1.391783355050496e+18,0.0,0.0,0.0,1,1,0.0,DividendWar
Djozos,1.3726155618599895e+18,0.0,0.0,0.0,1.0,1.3726155618599895e+18,0.0,0.0,0.0,1,1,0.0,Djozos
Dlaliiz,1.3899385418415555e+18,0.0,0.0,0.0,0.0,1.3899385418415555e+18,0.0,0.0,0.0,1,1,0.0,Dlaliiz
Dlyan_FR,2.7234871921290854e+18,1.0,0.0,1.0,0.0,2.723458846108287e+18,0.0,2.723471761754448e+18,0.0,2,2,0.0,Dlyan_FR
Dmike15,1.365055202353578e+18,0.0,0.0,0.0,0.0,1.365055202353578e+18,0.0,0.0,0.0,1,1,0.0,Dmike15
Docblack65,1.4354035748847944e+18,0.0,0.0,0.0,0.0,1.4354035748847944e+18,0.0,0.0,0.0,1,1,0.0,Docblack65
DonPolski_,1.4097139953768612e+18,0.0,0.0,1.0,0.0,1.4097139953768612e+18,0.0,0.0,0.0,1,1,0.0,DonPolski_
DonnieLNelson,1.3690538954822492e+18,0.0,1.0,1.0,0.0,1.3690538954822492e+18,0.0,0.0,0.0,1,1,0.0,DonnieLNelson
Dontshortspy,2.863537754177532e+18,0.0,0.0,0.0,0.0,2.8422054853157806e+18,0.0,1.4255051506349138e+18,0.0,2,2,0.0,Dontshortspy
DoomTesla,1.3756281473039278e+18,1.0,1.0,1.0,0.0,1.3756281473039278e+18,0.0,0.0,0.0,1,1,0.0,DoomTesla
DopeBodhi,1.3776631775135252e+18,0.0,0.0,0.0,0.0,1.3776631775135252e+18,0.0,0.0,0.0,1,1,0.0,DopeBodhi
Dorian_Moore,1.4356267257324954e+18,0.0,0.0,6.0,0.0,1.4356267257324954e+18,0.0,0.0,0.0,1,1,0.0,Dorian_Moore
DrArifFiqri,1.4080637854666957e+18,0.0,0.0,0.0,0.0,1.4080636785118618e+18,0.0,1.4080636785118618e+18,0.0,1,1,0.0,DrArifFiqri
DrHarveySpecter,2.8787577021476086e+18,1.0,0.0,0.0,0.0,2.8787572781831127e+18,0.0,1.4393786390915564e+18,0.0,2,2,0.0,DrHarveySpecter
DrJose47989774,1.4077237400546263e+18,0.0,0.0,0.0,0.0,1.4077237400546263e+18,0.0,0.0,0.0,1,1,0.0,DrJose47989774
DrMBardi,1.3990256685123092e+18,0.0,0.0,0.0,0.0,1.3990256685123092e+18,0.0,0.0,0.0,1,1,0.0,DrMBardi
DrNinjaPanda2,1.3845567490095882e+18,2.0,0.0,4.0,0.0,1.3845567490095882e+18,0.0,0.0,0.0,1,1,0.0,DrNinjaPanda2
Dr_Arslan_SMMM,5.613702763757019e+18,16.0,10.0,342.0,2.0,5.613702756945457e+18,0.0,1.3857234501956526e+18,0.0,4,4,0.0,Dr_Arslan_SMMM
Dr_BigMac,1.433062235795075e+18,0.0,0.0,0.0,0.0,1.433062235795075e+18,0.0,0.0,0.0,1,1,0.0,Dr_BigMac
Dr_rami,1.4154057469052273e+18,1.0,0.0,1.0,0.0,1.2454504158789755e+18,0.0,1.4135936323894886e+18,0.0,1,1,0.0,Dr_rami
DragonOptions,1.3574273746068849e+18,0.0,0.0,1.0,0.0,1.3574273746068849e+18,0.0,0.0,0.0,1,1,0.0,DragonOptions
Dragon_Trend13,2.7414906536469545e+18,0.0,0.0,0.0,0.0,2.7414906536469545e+18,0.0,0.0,0.0,2,2,0.0,Dragon_Trend13
DropCopNews,1.3614637388476252e+18,0.0,0.0,0.0,0.0,1.3614637388476252e+18,0.0,0.0,0.0,1,1,0.0,DropCopNews
DropeJoey,4.2364541481761546e+18,0.0,0.0,2.0,0.0,4.2364541481761546e+18,0.0,0.0,0.0,3,3,0.0,DropeJoey
DubC611,1.4124557232132342e+18,0.0,0.0,3.0,0.0,1.4124557232132342e+18,0.0,0.0,0.0,1,1,0.0,DubC611
Due_Dillie,1.4248833298207334e+18,0.0,0.0,0.0,0.0,1.4248833298207334e+18,0.0,0.0,0.0,1,1,0.0,Due_Dillie
DummyInversion,1.4269510091972035e+18,2.0,1.0,1.0,0.0,1.4269510091972035e+18,0.0,0.0,0.0,1,1,0.0,DummyInversion
DylanShively6,4.2638334771890217e+18,0.0,0.0,2.0,0.0,4.2638334771890217e+18,0.0,0.0,0.0,3,3,0.0,DylanShively6
EClubTrading1,2.2910052195224037e+20,3.0,69.0,69.0,0.0,2.291000927050593e+20,0.0,1.4048945474323825e+18,18.0,162,162,11.11111111111111,EClubTrading1
EDEkpenyong,1.3972102101340692e+18,0.0,0.0,1.0,0.0,1.3972027179913871e+18,0.0,1.3972027179913871e+18,1.0,1,1,100.0,EDEkpenyong
EInvestidor,1.4135442476435456e+18,0.0,0.0,2.0,0.0,1.4135442476435456e+18,0.0,0.0,0.0,1,1,0.0,EInvestidor
EInvestrading,4.222374423589548e+18,4.0,0.0,3.0,0.0,4.2046192517742305e+18,0.0,2.8088442899427205e+18,0.0,3,3,0.0,EInvestrading
ELLIOTWAVE_NERD,1.400017162048213e+18,0.0,0.0,1.0,0.0,1.400017162048213e+18,0.0,0.0,0.0,1,1,0.0,ELLIOTWAVE_NERD
ELManu76,1.3701497284076257e+18,0.0,0.0,0.0,0.0,1.3701497284076257e+18,0.0,0.0,0.0,1,1,0.0,ELManu76
EMECapital1,5.630913652532572e+18,0.0,0.0,0.0,0.0,5.630913652532572e+18,0.0,0.0,0.0,4,4,0.0,EMECapital1
ENZCInvestor,1.4353204210505646e+18,0.0,0.0,6.0,0.0,1.4353189833397453e+18,0.0,1.4353189833397453e+18,0.0,1,1,0.0,ENZCInvestor
EPomphrey,1.3705292370153472e+18,0.0,0.0,0.0,0.0,1.3705292370153472e+18,0.0,0.0,0.0,1,1,0.0,EPomphrey
EQualizer93,2.8420680855750124e+18,0.0,1.0,0.0,0.0,2.8420680855750124e+18,0.0,0.0,1.0,2,2,50.0,EQualizer93
ESPGLDNCHLD,1.4272644342175744e+18,0.0,0.0,0.0,0.0,1.4272644342175744e+18,0.0,0.0,0.0,1,1,0.0,ESPGLDNCHLD
ETFsStockPicker,1.5706853692616028e+19,0.0,0.0,0.0,0.0,1.5706853692616028e+19,0.0,0.0,0.0,11,11,0.0,ETFsStockPicker
EVStyle2,1.3582638246636503e+18,0.0,0.0,1.0,0.0,1.3582638246636503e+18,0.0,0.0,0.0,1,1,0.0,EVStyle2
EWMInteractive,1.368148618444673e+18,0.0,0.0,1.0,0.0,1.368148618444673e+18,0.0,0.0,0.0,1,1,0.0,EWMInteractive
EXCAVO,1.4357255506902262e+18,0.0,0.0,3.0,0.0,1.4357255506902262e+18,0.0,0.0,0.0,1,1,0.0,EXCAVO
EXNESS,1.4155428313519555e+18,10.0,3.0,29.0,0.0,1.4155428313519555e+18,0.0,0.0,0.0,1,1,0.0,EXNESS
EarlyRetireme14,1.3693129440734167e+18,0.0,0.0,0.0,0.0,1.3693129440734167e+18,0.0,0.0,0.0,1,1,0.0,EarlyRetireme14
Ecole_OptionsK,4.1909112793908265e+18,5.0,1.0,27.0,0.0,4.1909112793908265e+18,0.0,0.0,0.0,3,3,0.0,Ecole_OptionsK
EdWinULose,1.3955888966548234e+18,0.0,0.0,0.0,0.0,1.3955888966548234e+18,0.0,0.0,0.0,1,1,0.0,EdWinULose
Ed_from_SF,1.432423646392324e+18,0.0,0.0,0.0,0.0,1.432423646392324e+18,0.0,0.0,0.0,1,1,0.0,Ed_from_SF
Eddie_Poker,1.4152790284503409e+18,0.0,0.0,0.0,0.0,1.4152790284503409e+18,0.0,0.0,0.0,1,1,0.0,Eddie_Poker
EdeInversion,2.744568201855439e+18,1.0,0.0,1.0,0.0,2.744568201855439e+18,0.0,0.0,0.0,2,2,0.0,EdeInversion
EdgeCGroup,1.4323555296832594e+18,0.0,1.0,7.0,0.0,1.4323555296832594e+18,0.0,0.0,0.0,1,1,0.0,EdgeCGroup
EfrainFigueroa,1.3867267059607183e+18,0.0,0.0,0.0,0.0,1.3867267059607183e+18,0.0,0.0,0.0,1,1,0.0,EfrainFigueroa
EghbalRashidi,1.3850771166146232e+18,0.0,0.0,0.0,0.0,1.3848668622283776e+18,0.0,1.3848668622283776e+18,0.0,1,1,0.0,EghbalRashidi
Eightcap_aufx,2.851777818003071e+18,0.0,1.0,0.0,0.0,2.851777818003071e+18,0.0,0.0,0.0,2,2,0.0,Eightcap_aufx
EkonomiNeden,1.4247567062324797e+18,1.0,1.0,6.0,0.0,1.4247567062324797e+18,0.0,0.0,0.0,1,1,0.0,EkonomiNeden
ElAlquimistaAT,5.737570249954107e+18,0.0,0.0,0.0,0.0,5.737570249954107e+18,0.0,0.0,0.0,4,4,0.0,ElAlquimistaAT
El_w_,2.5301543154930553e+19,8.0,0.0,19.0,0.0,2.5301418058937217e+19,0.0,7.077505615646683e+18,1.0,18,18,5.555555555555555,El_w_
Electrifiedeq,1.4201157855743508e+18,0.0,0.0,0.0,0.0,1.4201157855743508e+18,0.0,0.0,0.0,1,1,0.0,Electrifiedeq
ElliottForecast,1.356367715198173e+20,0.0,46.0,28.0,5.0,1.356367715198173e+20,0.0,0.0,0.0,96,96,0.0,ElliottForecast
Elmatemticoinv1,1.3573445996567265e+18,0.0,0.0,0.0,0.0,1.3573445996567265e+18,0.0,0.0,0.0,1,1,0.0,Elmatemticoinv1
Emerging2100,1.4235239844825252e+18,0.0,0.0,0.0,0.0,1.4235239844825252e+18,0.0,0.0,0.0,1,1,0.0,Emerging2100
EminiFTrader,1.4080948846118543e+18,0.0,0.0,0.0,0.0,1.4080948846118543e+18,0.0,0.0,0.0,1,1,0.0,EminiFTrader
EnergyInIreland,1.3571119555138191e+18,0.0,0.0,0.0,0.0,1.3571119555138191e+18,0.0,0.0,0.0,1,1,0.0,EnergyInIreland
Epic_Economics,1.3993573594414273e+19,0.0,1.0,4.0,0.0,1.3993542213126812e+19,0.0,1.434570783234433e+18,1.0,10,10,10.0,Epic_Economics
EquitySpring,1.4204438367199724e+18,0.0,0.0,0.0,0.0,1.4204438367199724e+18,0.0,0.0,0.0,1,1,0.0,EquitySpring
Eracey3,1.4328395432589025e+18,0.0,0.0,0.0,0.0,1.4328395432589025e+18,0.0,0.0,0.0,1,1,0.0,Eracey3
EricEElliott,1.3697064722135204e+18,0.0,0.0,1.0,0.0,1.369697502052692e+18,0.0,1.369697502052692e+18,0.0,1,1,0.0,EricEElliott
Erick35474843,1.4106850279317258e+18,0.0,0.0,0.0,0.0,1.4106850279317258e+18,0.0,0.0,0.0,1,1,0.0,Erick35474843
EstockDidMeDrty,1.3907032084990935e+18,0.0,0.0,0.0,0.0,1.3906982459706163e+18,0.0,1.3906982459706163e+18,0.0,1,1,0.0,EstockDidMeDrty
EtidiaC,1.3711096126030725e+18,0.0,0.0,0.0,0.0,1.3711096126030725e+18,0.0,0.0,0.0,1,1,0.0,EtidiaC
EugeneChebanov,1.420193175629701e+18,0.0,0.0,1.0,0.0,1.420193175629701e+18,0.0,0.0,0.0,1,1,0.0,EugeneChebanov
EuphonyMachine,1.3875047699971564e+18,0.0,0.0,3.0,0.0,1.3875047699971564e+18,0.0,0.0,0.0,1,1,0.0,EuphonyMachine
EverNoticeThat,1.3590798012319703e+18,0.0,2.0,3.0,0.0,1.3590798012319703e+18,0.0,0.0,0.0,1,1,0.0,EverNoticeThat
EverlastingWis1,1.3878145024487383e+18,0.0,0.0,0.0,0.0,1.3878145024487383e+18,0.0,0.0,0.0,1,1,0.0,EverlastingWis1
ExUmbraAdLucem,1.4287494419728548e+18,0.0,0.0,0.0,0.0,1.4287494419728548e+18,0.0,0.0,0.0,1,1,0.0,ExUmbraAdLucem
Exabal1,2.8024032625498194e+18,0.0,0.0,1.0,0.0,2.8024032625498194e+18,0.0,0.0,0.0,2,2,0.0,Exabal1
ExiledfromNY,1.3774933602150892e+18,0.0,0.0,0.0,0.0,1.3774933602150892e+18,0.0,0.0,0.0,1,1,0.0,ExiledfromNY
F19rn4mPw39JRib,1.389211846817706e+18,0.0,0.0,0.0,0.0,1.389211846817706e+18,0.0,0.0,0.0,1,1,0.0,F19rn4mPw39JRib
F34M4,4.267663849647313e+18,0.0,0.0,1.0,0.0,4.267663849647313e+18,0.0,0.0,0.0,3,3,0.0,F34M4
F3FITNESS_,1.3805484229487698e+18,0.0,1.0,1.0,0.0,1.3805484229487698e+18,0.0,0.0,0.0,1,1,0.0,F3FITNESS_
FAANNGT,1.4334262086963855e+18,0.0,0.0,0.0,0.0,1.4334101131849318e+18,0.0,1.4334101131849318e+18,0.0,1,1,0.0,FAANNGT
FB_FFWS,4.120458401832669e+18,3.0,2.0,2.0,0.0,3.2614980294292193e+18,0.0,4.0879002689462067e+18,0.0,3,3,0.0,FB_FFWS
FENTASTIC1,1.3773364251468186e+18,0.0,0.0,0.0,0.0,1.3773048399490662e+18,0.0,1.3773048399490662e+18,0.0,1,1,0.0,FENTASTIC1
FIREBTC1,8.339801699614925e+18,0.0,246.0,257.0,0.0,8.339801699614925e+18,0.0,0.0,0.0,6,6,0.0,FIREBTC1
FIREDUpWealth,4.1660581067252367e+18,0.0,0.0,2.0,0.0,4.1660581067252367e+18,0.0,0.0,0.0,3,3,0.0,FIREDUpWealth
FLA4STONKS,1.3917725414007972e+18,0.0,0.0,0.0,0.0,1.3917725414007972e+18,0.0,0.0,1.0,1,1,100.0,FLA4STONKS
FLARE_NvME,1.423306848153727e+18,0.0,0.0,0.0,0.0,1.423306848153727e+18,0.0,0.0,0.0,1,1,0.0,FLARE_NvME
FMelebary,2.7597490153543516e+18,0.0,0.0,1.0,0.0,2.7597490153543516e+18,0.0,0.0,0.0,2,2,0.0,FMelebary
FNez_Blogger,1.368969354658812e+18,0.0,5.0,8.0,0.0,1.368969354658812e+18,0.0,0.0,0.0,1,1,0.0,FNez_Blogger
FX01203738,1.3876045560794522e+18,0.0,0.0,0.0,0.0,1.3876045560794522e+18,0.0,0.0,0.0,1,1,0.0,FX01203738
FXAL19,1.4381465990084362e+18,0.0,0.0,1.0,0.0,1.4381465990084362e+18,0.0,0.0,0.0,1,1,0.0,FXAL19
FXClubOfficial,1.43529386377472e+18,0.0,0.0,1.0,0.0,1.43529386377472e+18,0.0,0.0,0.0,1,1,0.0,FXClubOfficial
FXDD,1.3566234707471442e+18,0.0,1.0,2.0,0.0,1.3566234707471442e+18,0.0,0.0,0.0,1,1,0.0,FXDD
FXEmpirecom,1.3877642553201213e+18,0.0,0.0,1.0,0.0,1.3877642553201213e+18,0.0,0.0,0.0,1,1,0.0,FXEmpirecom
FXOpenBroker,3.691127707422861e+19,0.0,4.0,66.0,1.0,3.691127707422861e+19,0.0,0.0,0.0,27,27,0.0,FXOpenBroker
FXStreetNews,1.4261344622623048e+18,0.0,2.0,0.0,0.0,1.4261344622623048e+18,0.0,0.0,0.0,1,1,0.0,FXStreetNews
FXTradersEDGE_,1.4186169316329554e+18,0.0,0.0,0.0,0.0,1.4186169316329554e+18,0.0,0.0,0.0,1,1,0.0,FXTradersEDGE_
FX_PRODiGY_101,4.2082547298867937e+18,0.0,0.0,2.0,0.0,4.2082547298867937e+18,0.0,0.0,0.0,3,3,0.0,FX_PRODiGY_101
F_Lindberg,2.867366547317162e+18,2.0,1.0,26.0,0.0,2.867366540975317e+18,0.0,2.8673665432109384e+18,1.0,2,2,50.0,F_Lindberg
Fabianluxe,2.73063810193809e+18,1.0,1.0,4.0,0.0,2.73063810193809e+18,0.0,0.0,0.0,2,2,0.0,Fabianluxe
FabiannyCrespo,1.36426708660489e+18,4.0,0.0,2.0,0.0,1.36426708660489e+18,0.0,0.0,0.0,1,1,0.0,FabiannyCrespo
Fabriciodba,1.3906531658093773e+18,0.0,0.0,1.0,0.0,1.3906531658093773e+18,0.0,0.0,0.0,1,1,0.0,Fabriciodba
FadeMyTrades_,1.422310209809232e+18,0.0,0.0,0.0,0.0,1.422310209809232e+18,0.0,0.0,0.0,1,1,0.0,FadeMyTrades_
Falcon_9ine,1.4378391242250527e+18,0.0,0.0,2.0,0.0,1.4378391242250527e+18,0.0,0.0,0.0,1,1,0.0,Falcon_9ine
Farukb44,7.039532838717514e+18,0.0,2.0,10.0,0.0,7.039532838717514e+18,0.0,0.0,0.0,5,5,0.0,Farukb44
Fastmoneytrader,2.738122497280848e+18,0.0,0.0,1.0,0.0,2.738122497280848e+18,0.0,0.0,0.0,2,2,0.0,Fastmoneytrader
FatemaMohd95,1.3821201982961992e+18,0.0,0.0,0.0,0.0,1.3821201982961992e+18,0.0,0.0,0.0,1,1,0.0,FatemaMohd95
Fath1y,1.4259536029887693e+18,0.0,0.0,0.0,0.0,1.4259536029887693e+18,0.0,0.0,0.0,1,1,0.0,Fath1y
Fatma_alhrbi,2.7750169345857946e+18,0.0,0.0,1.0,0.0,2.7750169345857946e+18,0.0,0.0,0.0,2,2,0.0,Fatma_alhrbi
FauPablo,1.3983256844355748e+18,0.0,0.0,0.0,0.0,1.3983256844355748e+18,0.0,0.0,0.0,1,1,0.0,FauPablo
FedXrp,1.4126828449131602e+18,0.0,0.0,1.0,0.0,1.4126828449131602e+18,0.0,0.0,0.0,1,1,0.0,FedXrp
FedeAlonss,1.4276721827972628e+18,2.0,0.0,2.0,0.0,1.4276721827972628e+18,0.0,0.0,0.0,1,1,0.0,FedeAlonss
FeelMyVoice,1.3591454813902234e+18,0.0,0.0,0.0,0.0,1.3591454813902234e+18,0.0,0.0,0.0,1,1,0.0,FeelMyVoice
FelipeMatilla,1.4026092147328328e+18,0.0,0.0,1.0,0.0,1.4025971473553203e+18,0.0,1.4025971473553203e+18,0.0,1,1,0.0,FelipeMatilla
FermisSocks,1.4201288013050798e+18,1.0,0.0,8.0,0.0,1.4201288013050798e+18,0.0,0.0,0.0,1,1,0.0,FermisSocks
FernandoLabas12,1.393186681507963e+18,0.0,0.0,1.0,0.0,1.393186681507963e+18,0.0,0.0,0.0,1,1,0.0,FernandoLabas12
Feteran21,1.3776918673205535e+18,0.0,0.0,0.0,0.0,1.3776918673205535e+18,0.0,0.0,0.0,1,1,0.0,Feteran21
FiatBubble,1.386584097158533e+18,1.0,1.0,2.0,0.0,1.386584097158533e+18,0.0,0.0,1.0,1,1,100.0,FiatBubble
FilAdamNet,1.3866104018366874e+18,0.0,1.0,1.0,0.0,1.3866104018366874e+18,0.0,0.0,0.0,1,1,0.0,FilAdamNet
FillonaDeGap,4.2832823644043756e+18,0.0,1.0,5.0,1.0,4.2832823644043756e+18,0.0,0.0,0.0,3,3,0.0,FillonaDeGap
FinBet1,1.4376935751024394e+18,4.0,1.0,1.0,0.0,1.4376912512230564e+18,0.0,1.4376912512230564e+18,1.0,1,1,100.0,FinBet1
Finanzasybolsa,1.3971721476138476e+18,0.0,0.0,2.0,0.0,1.3971721476138476e+18,0.0,0.0,0.0,1,1,0.0,Finanzasybolsa
FinopTrades,1.684063558687212e+19,0.0,2.0,11.0,0.0,1.684063558687212e+19,0.0,0.0,1.0,12,12,8.333333333333332,FinopTrades
FinotGael,4.2395651056141025e+18,1.0,0.0,6.0,2.0,4.2395651056141025e+18,0.0,0.0,0.0,3,3,0.0,FinotGael
Finscreener_com,3.78218383120231e+19,0.0,3.0,0.0,0.0,3.78218383120231e+19,0.0,0.0,0.0,27,27,0.0,Finscreener_com
Finvesteo,1.4135823823015936e+18,0.0,1.0,1.0,0.0,1.4135823823015936e+18,0.0,0.0,0.0,1,1,0.0,Finvesteo
FirasMsc,4.1057560202723697e+18,0.0,1.0,2.0,0.0,4.1057560202723697e+18,0.0,0.0,0.0,3,3,0.0,FirasMsc
Fisherofeth,1.3595969241317704e+18,1.0,0.0,2.0,0.0,1.3595969241317704e+18,0.0,0.0,0.0,1,1,0.0,Fisherofeth
Fitzstock2004,1.4142880284876227e+18,0.0,0.0,1.0,0.0,1.4142880284876227e+18,0.0,0.0,0.0,1,1,0.0,Fitzstock2004
FlipPro16,1.4339283454110638e+18,0.0,0.0,0.0,0.0,1.4339283454110638e+18,0.0,0.0,0.0,1,1,0.0,FlipPro16
FlorVegaGuardia,1.405954447436624e+18,0.0,0.0,0.0,0.0,1.405954447436624e+18,0.0,0.0,0.0,1,1,0.0,FlorVegaGuardia
FlowBank_SA,1.4388666496128983e+18,1.0,0.0,0.0,0.0,1.4388666496128983e+18,0.0,0.0,0.0,1,1,0.0,FlowBank_SA
FlyKappaGuy,2.7814474687655895e+18,1.0,0.0,0.0,0.0,2.7814220597683446e+18,0.0,1.3906982459706163e+18,0.0,2,2,0.0,FlyKappaGuy
FocusUnwavering,1.3624853384516977e+18,0.0,0.0,1.0,0.0,1.3624853384516977e+18,0.0,0.0,0.0,1,1,0.0,FocusUnwavering
ForexBoxusd,1.3980029322436977e+18,0.0,0.0,1.0,0.0,1.3980029322436977e+18,0.0,0.0,0.0,1,1,0.0,ForexBoxusd
ForexStopHunter,1.292424341533535e+19,3.0,6.0,13.0,3.0,1.292424341533535e+19,0.0,0.0,0.0,9,9,0.0,ForexStopHunter
ForexinWorld,1.4146369779038372e+18,0.0,1.0,2.0,0.0,1.4146369779038372e+18,0.0,0.0,0.0,1,1,0.0,ForexinWorld
FranEQUIS73,1.4298435893124342e+18,0.0,0.0,2.0,0.0,1.4298435893124342e+18,0.0,0.0,0.0,1,1,0.0,FranEQUIS73
