user_names,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,retweetedTweet,inReplyToTweetId,results,result_counts,final_score
stockmonitorapp,2.82710709357346e+18,0.0,0.0,1.0,0.0,2.82710709357346e+18,0.0,0.0,0.0,2,0.0
stocknvestor21,1.4298177672014438e+18,0.0,1.0,1.0,0.0,1.4298177672014438e+18,0.0,0.0,0.0,1,0.0
stockresearchhq,1.853815409540235e+19,0.0,0.0,1.0,0.0,1.853815409540235e+19,0.0,0.0,4.0,13,30.76923076923077
stocksareeazy,2.8626415553671004e+18,1.0,1.0,7.0,0.0,2.8626415553671004e+18,0.0,0.0,0.0,2,0.0
stockscenter_,7.062046441185284e+18,4.0,9.0,57.0,2.0,7.062046441185284e+18,0.0,0.0,1.0,5,20.0
stocksgainer21,4.3076302775401226e+18,0.0,1.0,0.0,0.0,4.3076302775401226e+18,0.0,0.0,0.0,3,0.0
stocksmith6,2.842710372294476e+18,0.0,1.0,1.0,0.0,2.842710372294476e+18,0.0,0.0,0.0,2,0.0
stocksnipa,1.4340179282429972e+19,4.0,12.0,81.0,2.0,1.4340179282429972e+19,0.0,0.0,0.0,10,0.0
stocksoftheday1,4.2488074735466455e+18,1.0,0.0,0.0,0.0,4.2488074735466455e+18,0.0,0.0,0.0,3,0.0
stockss2011,5.731621739182219e+18,0.0,0.0,0.0,0.0,5.731621739182219e+18,0.0,0.0,0.0,4,0.0
stocktalkweekly,2.8393809937662034e+18,5.0,46.0,158.0,10.0,2.8393809937662034e+18,0.0,0.0,1.0,2,50.0
stocktrades4u,1.4374189378058568e+18,0.0,0.0,0.0,1.0,1.4374189378058568e+18,0.0,0.0,0.0,1,0.0
stockwick_inc,1.419998697908228e+18,0.0,0.0,0.0,0.0,1.419998697908228e+18,0.0,0.0,0.0,1,0.0
stone_funny,1.4171169069562798e+18,0.0,0.0,2.0,0.0,1.4171169069562798e+18,0.0,0.0,0.0,1,0.0
stonks_memedar,3.249230179586046e+19,0.0,0.0,5.0,0.0,3.249230179586046e+19,0.0,0.0,17.0,23,73.91304347826086
stonkscheer,1.4239658540400026e+18,0.0,0.0,0.0,0.0,1.4239658540400026e+18,0.0,0.0,0.0,1,0.0
stonksrus,1.8448669077299327e+19,6.0,3.0,12.0,1.0,1.8448669071553077e+19,0.0,2.830904103497761e+18,2.0,13,15.384615384615385
stonkzzz,1.414698793195475e+18,0.0,0.0,0.0,0.0,1.414698793195475e+18,0.0,0.0,0.0,1,0.0
stop_rape,1.4188237051747123e+18,0.0,0.0,1.0,0.0,1.4188237051747123e+18,0.0,0.0,0.0,1,0.0
stopitmemo,1.435594547422118e+18,0.0,0.0,0.0,0.0,1.4355937648530596e+18,0.0,1.4355937648530596e+18,0.0,1,0.0
stopwastingfud,1.439639651036418e+18,0.0,0.0,0.0,0.0,1.439639651036418e+18,0.0,0.0,0.0,1,0.0
stoxkcharts,8.60145702851693e+18,0.0,1.0,11.0,0.0,8.601420319393649e+18,0.0,1.4302964884423066e+18,0.0,6,0.0
stoxrock,1.4105513129750733e+18,0.0,0.0,7.0,1.0,1.4105513129750733e+18,0.0,0.0,0.0,1,0.0
stoxxmarket,1.4323236003343442e+18,1.0,0.0,10.0,0.0,1.4323235419874345e+18,0.0,1.4323235958507315e+18,0.0,1,0.0
strategynode,1.418981964783227e+18,0.0,0.0,0.0,0.0,1.418981964783227e+18,0.0,0.0,0.0,1,0.0
streettostocks,1.4171118017418609e+18,0.0,0.0,1.0,0.0,1.417111405686317e+18,0.0,1.417111405686317e+18,0.0,1,0.0
sttbreakingnews,1.4109567491132662e+18,15.0,30.0,85.0,2.0,1.4109567491132662e+18,0.0,0.0,0.0,1,0.0
